0	0	56.0068 56.6798 58.7068 61.992 66.2998 71.2518 76.5389 81.8305 86.8655 91.9919 97.0073 101.517 107.169 112.427 116.788 124.513 132.188 138.671 150.479 160.945 164.988 162.321 156.616 151.352 145.154 137.583 128.655 120.045 111.246 103.105 97.4108 92.4167 86.7546 81.974 76.8438 71.7736 66.4063 61.5349 57.7416 55.235 52.7945 51.063 49.5802 48.5957 47.353 46.1193 44.7841 43.6031 42.2427 41.156 39.7695 38.5076 37.1415 36.133 34.8384 33.5653 32.2564 30.9435 29.4557 28.2378 26.9581 25.616 24.522 23.5066 22.483 21.573 20.5963 19.704 18.9646 18.233 17.495 16.7992 16.1051 15.3305 14.7807 14.1509 13.5606 13.0918 12.543 11.9528 11.4935 10.9746 10.4281 10.0621 9.56635 9.01969 8.67055 8.27839 7.88252 7.4817 7.22215 6.87714 6.54741 6.19703 6.0117 5.70625 5.48054 5.24873 4.98312 4.79906 4.62483 4.48973 4.35463 4.21952 4.08442 3.94931 3.81421 3.67911 3.544 3.4089 3.27379 3.20147 3.12914 3.05682 2.98449 2.91217 2.83984 2.76752 2.69519 2.62287 2.55054 2.50995 2.46936 2.42877 2.38817 2.34758 2.30699 2.2664 2.2258 2.18521 2.14462 2.08513 2.02563 1.96614 1.90665 1.84716 1.78767 1.72817 1.66868 1.60919 1.5497 1.52559 1.50149 1.47738 1.45328 1.42917 1.40507 1.38096 1.35686 1.33275 1.30864 1.2804 1.25215 1.22391 1.19566 1.16742 1.13917 1.11093 1.08268 1.05444 1.02619 0.99473 0.963268 0.931805 0.900343 0.868881 0.837418 0.805956 0.774493 0.743031 0.711568 0.700275 0.688982 0.677689 0.666396 0.655103 0.64381 0.632517 0.621224 0.609931 0.598637 0.582863 0.567088 0.551313 0.535538 0.519764 0.503989 0.488214 0.472439 0.456664 0.44089 0.430078 0.419267 0.408456 0.397645 0.386833 0.376022 0.365211 0.3544 0.343588 0.332777 0.321846 0.310916 0.299985 0.289054 0.278124 0.267193 0.256262 0.245332 0.234401 0.22347 0.218891 0.214311 0.209732 0.205152 0.200573 0.195993 0.191413 0.186834 0.182254 0.177675 0.17279 0.167905 0.163021 0.158136 0.153252 0.148367 0.143482 0.138598 0.133713 0.128828 0.126161 0.123494 0.120827 0.11816 0.115493 0.112826 0.110158 0.107491 0.104824 0.102157 0.0967011 0.0912452 0.0857894 0.0803335 0.0748777 0.0694219 0.063966 0.0585102 0.0530543 0.0475985 0.0447769 0.0419552 0.0391336 0.036312 0.0334904 0.0306687 0.0278471 0.0250255 0.0222039 0.0193822 0.0213025 0.0232227 0.025143 0.0270632 0.0289835 0.0309037 0.032824 0.0347442 0.0366645 0.0385847 0.0377133 0.0368419 0.0359705 0.0350991 0.0342276 0.0333562 0.0324848 0.0316134 0.030742 0.0298705 0.02837 0.0268695 0.025369 0.0238685 0.0223679 0.0208674 0.0193669 0.0178664 0.0163659 0.0148653 0.0144356 0.0140059 0.0135762 0.0131465 0.0127168 0.012287 0.0118573 0.0114276 0.0109979 0.0105682 0.0107735 0.0109789 0.0111843 0.0113896 0.011595 0.0118004 0.0120057 0.0122111 0.0124165 0.0126219 0.0119885 0.0113552 0.0107219 0.0100885 0.00945522 0.00882189 0.00818856 0.00755523 0.0069219 0.00628858 0.00670482 0.00712106 0.0075373 0.00795354 0.00836978 0.00878602 0.00920226 0.0096185 0.0100347 0.010451 0.0106564 0.0108618 0.0110673 0.0112727 0.0114781 0.0116835 0.0118889 0.0120944 0.0122998 0.0125052 0.0125016 0.012498 0.0124944 0.0124908 0.0124872 0.0124836 0.01248 0.0124764 0.0124728 0.0124692 0.0120512 0.0116332 0.0112151 0.0107971 0.010379 0.00996101 0.00954297 0.00912493 0.00870689 0.00828885 0.00828645 0.00828405 0.00828165 0.00827925 0.00827686 0.00827446 0.00827206 0.00826966 0.00826726 0.00826487 0.00846849 0.00867211 0.00887574 0.00907936 0.00928298 0.00948661 0.00969023 0.00989385 0.0100975 0.0103011 0.00988726 0.00947342 0.00905957 0.00864573 0.00823189 0.00781804 0.0074042 0.00699036 0.00657652 0.00616267 0.00575123 0.00533978 0.00492834 0.0045169 0.00410545 0.00369401 0.00328256 0.00287112 0.00245967 0.00204823 0.00225185 0.00245548 0.0026591 0.00286272 0.00306635 0.00326997 0.00347359 0.00367722 0.00388084 0.00408446 0.00367602 0.00326757 0.00285912 0.00245068 0.00204223 0.00163379 0.00122534 0.000816893 0.000408446 0 0 0 0 0 0 0 0 0 0 0 0.000404848 0.000809697 0.00121454 0.00161939 0.00202424 0.00242909 0.00283394 0.00323879 0.00364363 0.00404848 0.00364363 0.00323879 0.00283394 0.00242909 0.00202424 0.00161939 0.00121454 0.000809697 0.000404848 0 0.000201225 0.000402449 0.000603674 0.000804899 0.00100612 0.00120735 0.00140857 0.0016098 0.00181102 0.00201225 0.00181102 0.0016098 0.00140857 0.00120735 0.00100612 0.000804899 0.000603674 0.000402449 0.000201225 0 0 0 0 0 0 0 0 0 0 0 0.000199425 0.000398851 0.000598276 0.000797702 0.000997127 0.00119655 0.00139598 0.0015954 0.00179483 0.00199425 0.00179483 0.0015954 0.00139598 0.00119655 0.000997127 0.000797702 0.000598276 0.000398851 0.000199425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000197643 0.000395286 0.000592929 0.000790572 0.000988215 0.00118586 0.0013835 0.00158114 0.00177879 0.00197643 0.00177879 0.00158114 0.0013835 0.00118586 0.000988215 0.000790572 0.000592929 0.000395286 0.000197643 0 0 0 0 0 0 0 0 0 0 0 0.000393966 0.000787933 0.0011819 0.00157587 0.00196983 0.0023638 0.00275777 0.00315173 0.0035457 0.00393966 0.0035457 0.00315173 0.00275777 0.0023638 0.00196983 0.00157587 0.0011819 0.000787933 0.000393966 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000193684 0.000387368 0.000581052 0.000774736 0.00096842 0.0011621 0.00135579 0.00154947 0.00174316 0.00193684 0.00174316 0.00154947 0.00135579 0.0011621 0.00096842 0.000774736 0.000581052 0.000387368 0.000193684 0 0 0 0 0 0 0 0 0 0 0 0.000386048 0.000772097 0.00115814 0.00154419 0.00193024 0.00231629 0.00270234 0.00308839 0.00347443 0.00386048 0.00347443 0.00308839 0.00270234 0.00231629 0.00193024 0.00154419 0.00115814 0.000772097 0.000386048 0 0 0 0 0 0 0 0 0 0 0 0.000192364 0.000384729 0.000577093 0.000769457 0.000961821 0.00115419 0.00134655 0.00153891 0.00173128 0.00192364 0.00173128 0.00153891 0.00134655 0.00115419 0.000961821 0.000769457 0.000577093 0.000384729 0.000192364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0

1	0	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0


0	1	0 0 0 0 0 0 0 0.414759 1.20746 2.23501 3.47108 5.05954 7.35155 10.1062 12.8151 15.4566 18.1959 21.229 25.5564 30.3227 34.7682 38.3279 40.6595 43.8648 45.7652 47.8675 49.5816 50.5635 51.2407 50.6047 50.6468 50.5895 50.1283 49.3246 48.0756 46.6184 45.1115 43.5304 42.2619 41.3292 40.8122 39.9278 39.3133 39.0644 38.322 37.8654 37.4063 36.8282 36.6352 36.25 36.0177 35.6989 35.4181 35.1342 35.0046 34.8905 34.5036 34.0779 33.8672 33.501 32.8975 32.4475 32.1545 31.6814 31.5872 31.2032 31.0741 30.7381 30.5123 30.043 29.9227 29.704 29.3748 29.1261 28.7048 28.6082 28.4494 28.0416 27.5265 27.4262 27.0694 26.8202 26.5808 26.0904 25.8624 25.5336 25.2441 25.0808 24.8603 24.5232 24.4209 24.0501 23.7992 23.5559 23.3385 22.9335 22.825 22.4951 22.3171 22.0476 21.8844 21.6187 21.353 21.0873 20.8216 20.5559 20.2902 20.0246 19.7589 19.4932 19.2275 18.9758 18.7241 18.4724 18.2206 17.9689 17.7172 17.4655 17.2138 16.9621 16.7104 16.4378 16.1653 15.8928 15.6202 15.3477 15.0752 14.8026 14.5301 14.2576 13.985 13.7681 13.5512 13.3343 13.1175 12.9006 12.6837 12.4668 12.2499 12.033 11.8161 11.6033 11.3904 11.1775 10.9646 10.7518 10.5389 10.326 10.1131 9.90025 9.68737 9.55251 9.41764 9.28277 9.14791 9.01304 8.87818 8.74331 8.60845 8.47358 8.33871 8.20581 8.0729 7.94 7.80709 7.67418 7.54128 7.40837 7.27547 7.14256 7.00965 6.90176 6.79386 6.68596 6.57807 6.47017 6.36227 6.25438 6.14648 6.03858 5.93069 5.83242 5.73415 5.63589 5.53762 5.43935 5.34108 5.24282 5.14455 5.04628 4.94802 4.88965 4.83128 4.77291 4.71454 4.65617 4.5978 4.53943 4.48106 4.4227 4.36433 4.28832 4.21232 4.13632 4.06031 3.98431 3.9083 3.8323 3.7563 3.68029 3.60429 3.55797 3.51165 3.46534 3.41902 3.3727 3.32638 3.28007 3.23375 3.18743 3.14111 3.10016 3.05921 3.01826 2.97731 2.93636 2.89541 2.85445 2.8135 2.77255 2.7316 2.69014 2.64868 2.60722 2.56576 2.5243 2.48284 2.44138 2.39992 2.35847 2.31701 2.29387 2.27074 2.24761 2.22448 2.20134 2.17821 2.15508 2.13194 2.10881 2.08568 2.05349 2.0213 1.98911 1.95692 1.92473 1.89254 1.86035 1.82816 1.79597 1.76378 1.7486 1.73342 1.71824 1.70306 1.68788 1.6727 1.65752 1.64234 1.62716 1.61198 1.59544 1.57891 1.56237 1.54583 1.52929 1.51275 1.49621 1.47967 1.46313 1.44659 1.43465 1.42272 1.41079 1.39886 1.38693 1.37499 1.36306 1.35113 1.3392 1.32726 1.31607 1.30488 1.29369 1.28249 1.2713 1.26011 1.24892 1.23772 1.22653 1.21534 1.20677 1.1982 1.18963 1.18107 1.1725 1.16393 1.15536 1.14679 1.13822 1.12966 1.11207 1.09448 1.07689 1.0593 1.04171 1.02412 1.00653 0.988945 0.971356 0.953767 0.958302 0.962837 0.967371 0.971906 0.976441 0.980975 0.98551 0.990045 0.99458 0.999114 0.982154 0.965194 0.948234 0.931274 0.914313 0.897353 0.880393 0.863433 0.846473 0.829513 0.835301 0.841089 0.846877 0.852665 0.858454 0.864242 0.87003 0.875818 0.881606 0.887395 0.881958 0.876521 0.871085 0.865648 0.860212 0.854775 0.849339 0.843902 0.838466 0.833029 0.828449 0.823869 0.819289 0.814709 0.810129 0.805549 0.800969 0.796389 0.791808 0.787228 0.788236 0.789244 0.790251 0.791259 0.792267 0.793275 0.794282 0.79529 0.796298 0.797305 0.795841 0.794376 0.792912 0.791447 0.789982 0.788518 0.787053 0.785589 0.784124 0.782659 0.773009 0.763359 0.753709 0.744058 0.734408 0.724758 0.715107 0.705457 0.695807 0.686156 0.682484 0.678811 0.675138 0.671466 0.667793 0.66412 0.660448 0.656775 0.653102 0.64943 0.638243 0.627057 0.615871 0.604684 0.593498 0.582312 0.571125 0.559939 0.548752 0.537566 0.540047 0.542528 0.545009 0.54749 0.549971 0.552452 0.554933 0.557414 0.559895 0.562376 0.558566 0.554757 0.550947 0.547137 0.543327 0.539518 0.535708 0.531898 0.528088 0.524279 0.516252 0.508226 0.500199 0.492173 0.484146 0.47612 0.468093 0.460067 0.45204 0.444014 0.446297 0.448579 0.450862 0.453145 0.455428 0.45771 0.459993 0.462276 0.464559 0.466841 0.46269 0.458538 0.454386 0.450235 0.446083 0.441932 0.43778 0.433628 0.429477 0.425325 0.426598 0.427871 0.429144 0.430417 0.43169 0.432963 0.434236 0.435509 0.436782 0.438055 0.437326 0.436596 0.435866 0.435137 0.434407 0.433678 0.432948 0.432218 0.431489 0.430759 0.421484 0.412208 0.402932 0.393657 0.384381 0.375106 0.36583 0.356555 0.347279 0.338004 0.340875 0.343747 0.346618 0.349489 0.352361 0.355232 0.358104 0.360975 0.363847 0.366718 0.365068 0.363418 0.361768 0.360118 0.358468 0.356818 0.355168 0.353518 0.351867 0.350217 0.350771 0.351325 0.351879 0.352433 0.352987 0.353541 0.354095 0.354649 0.355203 0.355757 0.349005 0.342253 0.335502 0.32875 0.321998 0.315246 0.308494 0.301742 0.29499 0.288238 0.286825 0.285413 0.284 0.282588 0.281175 0.279763 0.27835 0.276937 0.275525 0.274112 0.274279 0.274445 0.274612 0.274778 0.274944 0.275111 0.275277 0.275444 0.27561 0.275777 0.271023 0.26627 0.261517 0.256764 0.252011 0.247258 0.242505 0.237752 0.232999 0.228245 0.23392 0.239594 0.245268 0.250942 0.256617 0.262291 0.267965 0.273639 0.279314 0.284988 0.281815 0.278642 0.275469 0.272296 0.269123 0.265949 0.262776 0.259603 0.25643 0.253257 0.249895 0.246533 0.243171 0.239809 0.236447 0.233084 0.229722 0.22636 0.222998 0.219636 0.221178 0.222721 0.224263 0.225806 0.227348 0.228891 0.230433 0.231975 0.233518 0.23506 0.23249 0.22992 0.22735 0.22478 0.22221 0.21964 0.21707 0.2145 0.21193 0.20936 0.210118 0.210877 0.211635 0.212393 0.213151 0.213909 0.214668 0.215426 0.216184 0.216942 0.215747 0.214551 0.213355 0.212159 0.210964 0.209768 0.208572 0.207376 0.206181 0.204985 0.204572 0.204159 0.203746 0.203332 0.202919 0.202506 0.202093 0.20168 0.201267 0.200854 0.204532 0.20821 0.211889 0.215567 0.219245 0.222923 0.226602 0.23028 0.233958 0.237636 0.233913 0.230189 0.226466 0.222742 0.219019 0.215295 0.211571 0.207848 0.204124 0.200401 0.199406 0.198412 0.197418 0.196423 0.195429 0.194435 0.19344 0.192446 0.191451 0.190457 0.189659 0.188861 0.188063 0.187265 0.186467 0.185669 0.184871 0.184073 0.183275 0.182477 0.183231 0.183986 0.184741 0.185496 0.186251 0.187006 0.187761 0.188516 0.189271 0.190026 0.190198 0.19037 0.190542 0.190714 0.190887 0.191059 0.191231 0.191403 0.191575 0.191747 0.188823 0.1859 0.182976 0.180052 0.177129 0.174205 0.171281 0.168357 0.165434 0.16251 0.163651 0.164792 0.165933 0.167074 0.168215 0.169356 0.170497 0.171638 0.172779 0.17392 0.174672 0.175424 0.176177 0.176929 0.177681 0.178434 0.179186 0.179938 0.18069 0.181443 0.180265 0.179088 0.17791 0.176733 0.175555 0.174378 0.1732 0.172023 0.170845 0.169668 0.169071 0.168473 0.167876 0.167279 0.166682 0.166085 0.165488 0.164891 0.164294 0.163697 0.164063 0.164429 0.164795 0.165161 0.165527 0.165893 0.166259 0.166625 0.166991 0.167357 0.16753 0.167703 0.167876 0.168049 0.168222 0.168395 0.168568 0.168741 0.168914 0.169087 0.165421 0.161755 0.158089 0.154423 0.150757 0.147091 0.143426 0.13976 0.136094 0.132428 0.137397 0.142366 0.147335 0.152304 0.157273 0.162243 0.167212 0.172181 0.17715 0.182119

1	1	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0


